State,County,County FIPS,Agency Name,Agency ORI9
 OH,ASHLAND ,005,LOGAN COUNTY SHERIFF'S OFFICE,OH0460000
 OH,ASHTABULA ,007,RUSSELLS POINT POLICE DEPARTMENT,OH0460200
 OH,ATHENS ,009,WASHINGTON TOWNSHIP POLICE DEPARTMENT,OH0461300
 OH,AUGLAIZE ,011,WEST LIBERTY POLICE DEPARTMENT,OH0461000
 OH,ADAMS ,001,AMHERST POLICE DEPARTMENT,OH0470100
 OH,ALLEN ,003,AVON LAKE POLICE DEPARTMENT,OH0470300
 OH,ASHLAND ,005,AVON POLICE DEPARTMENT,OH0470200
 OH,ASHTABULA ,007,ELYRIA POLICE DEPARTMENT,OH0470400
 OH,ATHENS ,009,KIPTON PD,OH0471100
 OH,AUGLAIZE ,011,LAGRANGE POLICE DEPARTMENT,OH0471200
 OH,BELMONT ,013,LORAIN COUNTY METROPOLITAN PARK DISTRICT POLICE,OH0471800
 OH,BROWN ,015,LORAIN COUNTY SHERIFF'S OFFICE,OH0470000
 OH,BROWN COUNTY ,015,LORAIN POLICE DEPARTMENT,OH0470500
 OH,BUTLER ,017,NORTH RIDGEVILLE POLICE DEPARTMENT,OH0470700
 OH,CARROLL ,019,OBERLIN POLICE DEPARTMENT,OH0470600
 OH,CHAMPAIGN ,021,SHEFFIELD LAKE POLICE DEPARTMENT,OH0470800
 OH,CLARK ,023,WELLINGTON POLICE DEPARTMENT,OH0470900
 OH,ADAMS ,001,BERKEY POLICE DEPT,OH0480800
 OH,ALLEN ,003,HOLLAND POLICE DEPARTMENT,OH0481000
 OH,ASHLAND ,005,LUCAS COUNTY SHERIFF'S OFFICE,OH0480000
 OH,ASHTABULA ,007,MAUMEE POLICE DEPARTMENT,OH0480100
 OH,ATHENS ,009,OREGON POLICE DEPARTMENT,OH0480200
 OH,AUGLAIZE ,011,OTTAWA HILLS POLICE DEPARTMENT,OH0480300
 OH,BELMONT ,013,SYLVANIA POLICE DEPARTMENT,OH0480500
 OH,BROWN ,015,SYLVANIA TOWNSHIP POLICE DEPARTMENT,OH0480600
 OH,BROWN COUNTY ,015,TOLEDO METROPOLITAN PARK DISTRICT POLICE,OH0482200
 OH,BUTLER ,017,TOLEDO POLICE DEPARTMENT,OH0480700
 OH,CARROLL ,019,TOLEDO/LUCAS COUNTY PORT AUTHORITY POLICE DEPT,OH0482300
 OH,CHAMPAIGN ,021,UNIVERSITY OF TOLEDO POLICE DEPARTMENT,OH0481300
 OH,CLARK ,023,WASHINGTON TOWNSHIP POLICE DEPARTMENT,OH0481500
 OH,CLARK ,023,WATERVILLE POLICE DEPARTMENT,OH0481100
 OH,CLERMONT ,025,WATERVILLE TOWNSHIP POLICE DEPARTMENT,OH0481800
 OH,ADAMS ,001,BUR CRIM IDENT LONDON,OHBCI0000
 OH,ADAMS ,001,LONDON POLICE DEPARTMENT,OH0490100
 OH,ALLEN ,003,MADISON COUNTY SHERIFF'S OFFICE,OH0490000
 OH,ASHLAND ,005,MOUNT STERLING POLICE DEPARTMENT,OH0490500
 OH,ASHTABULA ,007,PLAIN CITY POLICE DEPARTMENT,OH0490600
 OH,ATHENS ,009,SOUTH SOLON PD,OH0490700
 OH,AUGLAIZE ,011,WEST JEFFERSON POLICE DEPARTMENT,OH0490200
 OH,ADAMS ,001,AUSTINTOWN POLICE DEPARTMENT,OH0500100
 OH,ALLEN ,003,BEAVER TOWNSHIP POLICE DEPARTMENT,OH0501300
 OH,ASHLAND ,005,BOARDMAN POLICE DEPARTMENT,OH0500200
 OH,ASHTABULA ,007,CAMPBELL POLICE DEPARTMENT,OH0500300
 OH,ATHENS ,009,CANFIELD POLICE DEPARTMENT,OH0500400
 OH,AUGLAIZE ,011,COITSVILLE TOWNSHIP POLICE DEPARTMENT,OH0502300
 OH,BELMONT ,013,CRAIG BEACH POLICE DEPT,OH0501100
 OH,BROWN ,015,GOSHEN POLICE DISTRICT,OH0501800
 OH,BROWN COUNTY ,015,JACKSON TOWNSHIP POLICE DEPARTMENT,OH0502100
 OH,BUTLER ,017,LOWELLVILLE POLICE DEPARTMENT,OH0500500
 OH,CARROLL ,019,MAHONING COUNTY SHERIFF'S OFFICE,OH0500000
 OH,CHAMPAIGN ,021,MILL CREEK METRO PARK POLICE DEPARTMENT,OH0501900
 OH,CLARK ,023,MILTON TOWNSHIP POLICE DEPARTMENT,OH0502000
 OH,CLARK ,023,NEW MIDDLETOWN POLICE DEPARTMENT,OH0501200
 OH,CLERMONT ,025,POLAND TOWNSHIP POLICE DEPARTMENT,OH0502200
 OH,CLINTON ,027,POLAND VILLAGE POLICE DEPARTMENT,OH0500600
 OH,COLUMBIANA ,029,SEBRING POLICE DEPARTMENT,OH0500700
 OH,COSHOCTON ,031,SMITH TOWNSHIP POLICE DEPARTMENT,OH0501500
 OH,CRAWFORD ,033,SPRINGFIELD TOWNSHIP POLICE DEPARTMENT,OH0501600
 OH,CUYAHOGA ,035,STRUTHERS POLICE DEPARTMENT,OH0500800
 OH,DARKE ,037,YOUNGSTOWN POLICE DEPARTMENT,OH0500900
 OH,DEFIANCE ,039,YOUNGSTOWN STATE UNIVERSITY POLICE DEPARTMENT,OH0501400
 OH,ADAMS ,001,LIBERTY TOWNSHIP POLICE DEPARTMENT,OH0780300
 OH,ADAMS ,001,CALEDONIA PD,OH0510200
 OH,ALLEN ,003,MARION COUNTY SHERIFF'S OFFICE,OH0510000
 OH,ASHLAND ,005,MARION POLICE DEPARTMENT,OH0510100
 OH,ASHTABULA ,007,OHIO STATE UNIV POLICE DEPART,OH0510900
 OH,ATHENS ,009,PROSPECT PD,OH0510700
 OH,ADAMS ,001,BRIARWOOD BEACH PD CHIPPEWA LAKE,OH0520400
 OH,ALLEN ,003,BRUNSWICK HILLS POLICE DEPARTMENT,OH0521500
 OH,ASHLAND ,005,BRUNSWICK POLICE DEPARTMENT,OH0520100
 OH,ASHTABULA ,007,HINCKLEY POLICE DEPARTMENT,OH0521200
 OH,ATHENS ,009,LAFAYETTE PD CHIPPEWA LAKE,OH0521100
 OH,AUGLAIZE ,011,LODI POLICE DEPARTMENT,OH0520800
 OH,BELMONT ,013,MEDINA COUNTY SHERIFF'S OFFICE,OH0520000
 OH,BROWN ,015,MEDINA POLICE DEPARTMENT,OH0520200
 OH,BROWN COUNTY ,015,MEDINA TOWNSHIP POLICE DEPARTMENT,OH0521400
 OH,BUTLER ,017,MONTVILLE TOWNSHIP POLICE DEPARTMENT,OH0521300
 OH,CARROLL ,019,SEVILLE POLICE DEPARTMENT,OH0520900
 OH,CHAMPAIGN ,021,SPENCER POLICE DEPARTMENT,OH0521000
 OH,CLARK ,023,WADSWORTH POLICE DEPARTMENT,OH0520300
 OH,CLARK ,023,WESTFIELD CENTER POLICE DEPARTMENT,OH0520700
 OH,ADAMS ,001,MEIGS COUNTY SHERIFF'S OFFICE,OH0530000
 OH,ALLEN ,003,MIDDLEPORT POLICE DEPARTMENT,OH0530100
 OH,ASHLAND ,005,POMEROY POLICE DEPARTMENT,OH0530200
 OH,ASHTABULA ,007,RACINE POLICE DEPARTMENT,OH0530300
 OH,ATHENS ,009,RUTLAND POLICE DEPT,OH0530400
 OH,AUGLAIZE ,011,SYRACUSE POLICE DEPARTMENT,OH0530500
 OH,ADAMS ,001,CELINA POLICE DEPARTMENT,OH0540100
 OH,ALLEN ,003,COLDWATER POLICE DEPARTMENT,OH0540400
 OH,ASHLAND ,005,FORT RECOVERY POLICE DEPARTMENT,OH0540500
 OH,ASHTABULA ,007,MERCER COUNTY SHERIFF'S OFFICE,OH0540000
 OH,ATHENS ,009,ROCKFORD POLICE DEPARTMENT,OH0540800
 OH,AUGLAIZE ,011,ST. HENRY POLICE DEPARTMENT,OH0540900
 OH,ADAMS ,001,BRADFORD PD,OH0550100
 OH,ALLEN ,003,COVINGTON POLICE DEPARTMENT,OH0550600
 OH,ASHLAND ,005,MIAMI COUNTY SHERIFF'S OFFICE,OH0550000
 OH,ASHTABULA ,007,PIQUA POLICE DEPARTMENT,OH0550200
 OH,ATHENS ,009,TIPP CITY POLICE DEPARTMENT,OH0550300
 OH,AUGLAIZE ,011,TROY POLICE DEPARTMENT,OH0550400
 OH,BELMONT ,013,WEST MILTON POLICE DEPARTMENT,OH0551200
 OH,ADAMS ,001,CLARINGTON PD,OH0560400
 OH,ALLEN ,003,MONROE COUNTY SHERIFF'S OFFICE,OH0560000
 OH,ASHLAND ,005,WOODSFIELD POLICE DEPARTMENT,OH0560100
 OH,ADAMS ,001,BROOKVILLE POLICE DEPARTMENT,OH0571600
 OH,ALLEN ,003,BUTLER TOWNSHIP POLICE DEPARTMENT,OH0572400
 OH,ASHLAND ,005,CENTERVILLE POLICE DEPARTMENT,OH0570100
 OH,ASHTABULA ,007,CLAY TOWNSHIP POLICE DEPARTMENT,OH0572900
 OH,ATHENS ,009,CLAYTON POLICE DEPARTMENT,OH0571100
 OH,AUGLAIZE ,011,DAYTON POLICE DEPARTMENT,OH0570200
 OH,BELMONT ,013,ENGLEWOOD POLICE DEPARTMENT,OH0571800
 OH,BROWN ,015,GERMAN TOWNSHIP POLICE DEPARTMENT,OH0572500
 OH,BROWN COUNTY ,015,GERMANTOWN POLICE DEPARTMENT,OH0570300
 OH,BUTLER ,017,HUBER HEIGHTS POLICE DEPARTMENT,OH0571400
 OH,CARROLL ,019,JACKSON TOWNSHIP POLICE DEPARTMENT,OH0572700
 OH,CHAMPAIGN ,021,JEFFERSON TWP PD DAYTON,OH0570400
 OH,CLARK ,023,KETTERING POLICE DEPARTMENT,OH0570500
 OH,CLARK ,023,MADISON TWP PD TROTWOOD,OH0570600
 OH,CLERMONT ,025,MIAMI TOWNSHIP POLICE DEPARTMENT,OH0570700
 OH,CLINTON ,027,MIAMISBURG POLICE DEPARTMENT,OH0570800
 OH,COLUMBIANA ,029,MONTGOMERY COUNTY SHERIFF'S OFFICE,OH0570000
 OH,COSHOCTON ,031,MORAINE POLICE DEPARTMENT,OH0570900
 OH,CRAWFORD ,033,NEW LEBANON POLICE DEPARTMENT,OH0572000
 OH,CUYAHOGA ,035,OAKWOOD POLICE DEPARTMENT,OH0571000
 OH,DARKE ,037,PERRY TOWNSHIP POLICE DEPARTMENT,OH0572800
 OH,DEFIANCE ,039,RIVERSIDE POLICE DEPARTMENT,OH0572200
 OH,DELAWARE ,041,SINCLAIR COMMUNITY COLLEGE POLICE DEPARTMENT,OH0573300
 OH,ERIE ,043,TROTWOOD POLICE DEPARTMENT,OH0571200
 OH,ERIE ,043,UNION POLICE DEPARTMENT,OH0572300
 OH,FAIRFIELD ,045,VANDALIA POLICE DEPARTMENT,OH0571300
 OH,FAYETTE ,047,WEST CARROLLTON POLICE DEPARTMENT,OH0571500
 OH,ADAMS ,001,WRIGHT STATE UNIVERSITY POLICE DEPARTMENT,OH0291200
 OH,ADAMS ,001,MALTA PD,OH0580300
 OH,ALLEN ,003,MCCONNELSVILLE POLICE DEPARTMENT,OH0580100
 OH,ASHLAND ,005,MORGAN COUNTY SHERIFF'S OFFICE,OH0580000
 OH,ADAMS ,001,CARDINGTON POLICE DEPARTMENT,OH0590200
 OH,ALLEN ,003,EDISON POLICE DEPT,OH0590400
 OH,ASHLAND ,005,FULTON PD,OH0590500
 OH,ASHTABULA ,007,MORROW COUNTY SHERIFF'S OFFICE,OH0590000
 OH,ATHENS ,009,MOUNT GILEAD POLICE DEPARTMENT,OH0590100
 OH,ADAMS ,001,DRESDEN POLICE DEPARTMENT,OH0600300
 OH,ALLEN ,003,FRAZEYSBURG POLICE DEPARTMENT,OH0600400
 OH,ASHLAND ,005,MUSKINGUM COUNTY SHERIFF'S OFFICE,OH0600000
 OH,ASHTABULA ,007,MUSKINGUM UNIVERSITY,OH0601300
 OH,ATHENS ,009,NEW CONCORD POLICE DEPARTMENT,OH0600600
 OH,AUGLAIZE ,011,SOUTH ZANESVILLE POLICE DEPARTMENT,OH0601000
 OH,BELMONT ,013,ZANESVILLE POLICE DEPARTMENT,OH0600100
 OH,ADAMS ,001,ROSEVILLE POLICE DEPARTMENT,OH0600900
 OH,ADAMS ,001,CALDWELL POLICE DEPARTMENT,OH0610100
 OH,ALLEN ,003,NOBLE COUNTY SHERIFF'S OFFICE,OH0610000
 OH,ADAMS ,001,CATAWBA ISLAND TOWNSHIP POLICE DEPARTMENT,OH0621300
 OH,ALLEN ,003,CLAY CENTER POLICE DEPARTMENT,OH0620300
 OH,ASHLAND ,005,CLAY TOWNSHIP POLICE DEPARTMENT,OH0620900
 OH,ASHTABULA ,007,GENOA POLICE DEPARTMENT,OH0620500
 OH,ATHENS ,009,MARBLE HEAD POLICE DEPARTMENT,OH0620600
 OH,AUGLAIZE ,011,OAK HARBOR POLICE DEPARTMENT,OH0620100
 OH,BELMONT ,013,OTTAWA COUNTY SHERIFF'S OFFICE,OH0620000
 OH,BROWN ,015,PORT CLINTON POLICE DEPARTMENT,OH0620200
 OH,BROWN COUNTY ,015,ROCKY RIDGE POLICE DEPT,OH0620800
 OH,BUTLER ,017,SALEM TOWNSHIP PD OAK HARBOR,OH0621200
 OH,ADAMS ,001,GROVER HILL PD,OH0630500
 OH,ALLEN ,003,OAKWOOD POLICE DEPARTMENT,OH0630900
 OH,ASHLAND ,005,PAULDING COUNTY SHERIFF'S OFFICE,OH0630000
 OH,ASHTABULA ,007,PAULDING POLICE DEPARTMENT,OH0630100
 OH,ATHENS ,009,PAYNE POLICE DEPARTMENT,OH0631000
 OH,ADAMS ,001,CORNING POLICE DEPARTMENT,OH0640400
 OH,ALLEN ,003,CROOKSVILLE POLICE DEPARTMENT,OH0640100
 OH,ASHLAND ,005,JUNCTION CITY POLICE DEPARTMENT,OH0640700
 OH,ASHTABULA ,007,NEW LEXINGTON POLICE DEPARTMENT,OH0640200
 OH,ATHENS ,009,NEW STRAITSVILLE POLICE DEPT,OH0640300
 OH,AUGLAIZE ,011,PERRY COUNTY SHERIFF'S OFFICE,OH0640000
 OH,BELMONT ,013,SHAWNEE POLICE DEPT,OH0641000
 OH,BROWN ,015,SOMERSET POLICE DEPARTMENT,OH0641100
 OH,BROWN COUNTY ,015,THORNVILLE POLICE DEPARTMENT,OH0641200
 OH,ADAMS ,001,ASHVILLE POLICE DEPARTMENT,OH0650200
 OH,ALLEN ,003,CIRCLEVILLE POLICE DEPARTMENT,OH0650100
 OH,ASHLAND ,005,COMMERCIAL POINT POLICE DEPARTMENT,OH0650300
 OH,ASHTABULA ,007,NEW HOLLAND PD,OH0650600
 OH,ATHENS ,009,PICKAWAY COUNTY SHERIFF'S OFFICE,OH0650000
 OH,AUGLAIZE ,011,SOUTH BLOOMFIELD POLICE DEPARTMENT,OH0650800
 OH,ADAMS ,001,BEAVER PD,OH0660200
 OH,ALLEN ,003,PIKE COUNTY SHERIFF'S OFFICE,OH0660000
 OH,ASHLAND ,005,WAVERLY POLICE DEPARTMENT,OH0660100
 OH,ADAMS ,001,AURORA POLICE DEPARTMENT,OH0670100
 OH,ALLEN ,003,BRADY LAKE POLICE DEPARTMENT,OH0670700
 OH,ASHLAND ,005,BRIMFIELD TOWNSHIP POLICE DEPARTMENT,OH0671300
 OH,ASHTABULA ,007,HIRAM POLICE DEPARTMENT,OH0670800
 OH,ATHENS ,009,KENT POLICE DEPARTMENT,OH0670300
 OH,AUGLAIZE ,011,KENT STATE UNIVERSITY POLICE DEPARTMENT,OH0671100
 OH,BELMONT ,013,PORTAGE COUNTY SHERIFF'S OFFICE,OH0670000
 OH,BROWN ,015,RAVENNA POLICE DEPARTMENT,OH0670500
 OH,BROWN COUNTY ,015,ROBINSON MEMORIAL HOSP,OH0671400
 OH,BUTLER ,017,STREETSBORO POLICE DEPARTMENT,OH0671200
 OH,CARROLL ,019,WINDHAM POLICE DEPARTMENT,OH0670600
 OH,ADAMS ,001,CAMDEN POLICE DEPARTMENT,OH0680200
 OH,ALLEN ,003,COLLEGE CORNER PD,OH0680300
 OH,ASHLAND ,005,EATON POLICE DEPARTMENT,OH0680100
 OH,ASHTABULA ,007,GRATIS POLICE DEPT,OH0680500
 OH,ATHENS ,009,NEW PARIS POLICE DEPARTMENT,OH0680700
 OH,AUGLAIZE ,011,PREBLE COUNTY SHERIFF'S OFFICE,OH0680000
 OH,BELMONT ,013,WEST ALEXANDRIA POLICE DEPARTMENT,OH0680900
 OH,BROWN ,015,WEST ELKTON PD,OH0681000
 OH,ADAMS ,001,CONTINENTAL POLICE DEPARTMENT,OH0690500
 OH,ALLEN ,003,GILBOA POLICE DEPARTMENT,OH0690800
 OH,ASHLAND ,005,KALIDA POLICE DEPARTMENT,OH0691600
 OH,ASHTABULA ,007,LEIPSIC POLICE DEPARTMENT,OH0691100
 OH,ATHENS ,009,OTTAWA POLICE DEPARTMENT,OH0690100
 OH,AUGLAIZE ,011,OTTOVILLE POLICE DEPT,OH0691300
 OH,BELMONT ,013,PUTNAM COUNTY SHERIFF'S OFFICE,OH0690000
 OH,ADAMS ,001,BELMORE,OH0691700
 OH,ADAMS ,001,BELLVILLE POLICE DEPARTMENT,OH0700500
 OH,ALLEN ,003,BUTLER POLICE DEPT,OH0700600
 OH,ASHLAND ,005,LEXINGTON POLICE DEPARTMENT,OH0700700
 OH,ASHTABULA ,007,MALABAR FARM STATE PARK RANGER DIVISION LUCAS,OH0701000
 OH,ATHENS ,009,MANSFIELD POLICE DEPARTMENT,OH0700100
 OH,AUGLAIZE ,011,ONTARIO POLICE DEPARTMENT,OH0700200
 OH,BELMONT ,013,PLYMOUTH POLICE DEPARTMENT,OH0700300
 OH,BROWN ,015,RICHLAND COUNTY SHERIFF'S OFFICE,OH0700000
 OH,BROWN COUNTY ,015,SHELBY POLICE DEPARTMENT,OH0700400
 OH,ADAMS ,001,OH STATE UNIV: MANSFIELD,OH0701300
 OH,ADAMS ,001,BAINBRIDGE PD,OH0710300
 OH,ALLEN ,003,CHILLICOTHE POLICE DEPARTMENT,OH0710100
 OH,ASHLAND ,005,ROSS COUNTY SHERIFF'S OFFICE,OH0710000
 OH,ADAMS ,001,CLYDE POLICE DEPARTMENT,OH0720200
 OH,ALLEN ,003,FREMONT POLICE DEPARTMENT,OH0720300
 OH,ASHLAND ,005,GIBSONBURG POLICE DEPARTMENT,OH0720600
 OH,ASHTABULA ,007,SANDUSKY COUNTY PARK DISTRICT RANGER DEPT,OH0721000
 OH,ATHENS ,009,SANDUSKY COUNTY SHERIFF'S OFFICE,OH0720000
 OH,AUGLAIZE ,011,WOODVILLE POLICE DEPARTMENT,OH0720400
 OH,ADAMS ,001,NEW BOSTON POLICE DEPARTMENT,OH0730100
 OH,ALLEN ,003,PORTSMOUTH POLICE DEPARTMENT,OH0730200
 OH,ASHLAND ,005,SCIOTO COUNTY SHERIFF'S OFFICE,OH0730000
 OH,ASHTABULA ,007,SHAWNEE STATE UNIVERSITY DEPT OF PUBLIC SAFETY,OH0730900
 OH,ADAMS ,001,ATTICA POLICE DEPARTMENT,OH0740300
 OH,ALLEN ,003,BETTSVILLE POLICE DEPARTMENT,OH0740400
 OH,ASHLAND ,005,BLOOMVILLE POLICE DEPT,OH0740500
 OH,ASHTABULA ,007,FOSTORIA POLICE DEPARTMENT,OH0740100
 OH,ATHENS ,009,GREEN SPRINGS POLICE DEPARTMENT,OH0740600
 OH,AUGLAIZE ,011,NEW RIEGEL POLICE DEPT,OH0740700
 OH,BELMONT ,013,REPUBLIC POLICE DEPARTMENT,OH0740800
 OH,BROWN ,015,SENECA COUNTY SHERIFF'S OFFICE,OH0740000
 OH,BROWN COUNTY ,015,TIFFIN POLICE DEPARTMENT,OH0740200
 OH,ADAMS ,001,FORT LORAMIE POLICE DEPARTMENT,OH0750400
 OH,ALLEN ,003,JACKSON CENTER POLICE DEPARTMENT,OH0750500
 OH,ASHLAND ,005,PORT JEFFERSON POLICE DEPT,OH0750800
 OH,ASHTABULA ,007,RUSSIA POLICE DEPARTMENT,OH0750900
 OH,ATHENS ,009,SHELBY COUNTY SHERIFF'S OFFICE,OH0750000
 OH,AUGLAIZE ,011,SIDNEY POLICE DEPARTMENT,OH0750100
 OH,ADAMS ,001,ALLIANCE POLICE DEPARTMENT,OH0760100
 OH,ALLEN ,003,BEACH CITY POLICE DEPARTMENT,OH0761200
 OH,ASHLAND ,005,BREWSTER POLICE DEPARTMENT,OH0760200
 OH,ASHTABULA ,007,CANAL FULTON POLICE DEPARTMENT,OH0760300
 OH,ATHENS ,009,CANTON POLICE DEPARTMENT,OH0760400
 OH,AUGLAIZE ,011,EAST CANTON POLICE DEPARTMENT,OH0760500
 OH,BELMONT ,013,HARTVILLE POLICE DEPARTMENT,OH0760600
 OH,BROWN ,015,JACKSON TOWNSHIP POLICE DEPARTMENT,OH0762400
 OH,BROWN COUNTY ,015,LAWRENCE TOWNSHIP POLICE DEPARTMENT,OH0762200
 OH,BUTLER ,017,LOUISVILLE POLICE DEPARTMENT,OH0760700
 OH,CARROLL ,019,MAGNOLIA POLICE DEPARTMENT,OH0763000
 OH,CHAMPAIGN ,021,MARLBORO TOWNSHIP POLICE DEPARTMENT,OH0762100
 OH,CLARK ,023,MASSILLON POLICE DEPARTMENT,OH0760800
 OH,CLARK ,023,MINERVA POLICE DEPARTMENT,OH0760900
 OH,CLERMONT ,025,NAVARRE POLICE DEPARTMENT,OH0761000
 OH,CLINTON ,027,NORTH CANTON POLICE DEPARTMENT,OH0761100
 OH,COLUMBIANA ,029,PERRY TOWNSHIP POLICE DEPARTMENT,OH0762300
 OH,COSHOCTON ,031,STARK COUNTY SHERIFF'S OFFICE,OH0760000
 OH,CRAWFORD ,033,UNIONTOWN POLICE DEPARTMENT,OH0762500
 OH,CUYAHOGA ,035,WAYNESBURG POLICE DEPARTMENT,OH0761800
 OH,DARKE ,037,WILMOT POLICE DEPARTMENT,OH0761900
 OH,ADAMS ,001,AKRON POLICE DEPARTMENT,OH0770100
 OH,ALLEN ,003,BARBERTON POLICE DEPARTMENT,OH0770200
 OH,ASHLAND ,005,BATH TOWNSHIP POLICE DEPARTMENT,OH0772000
 OH,ASHTABULA ,007,BOSTON HEIGHTS POLICE DEPARTMENT,OH0771500
 OH,ATHENS ,009,CLINTON PD,OH0771600
 OH,AUGLAIZE ,011,COPLEY PD,OH0772700
 OH,BELMONT ,013,COPLEY POLICE DEPARTMENT,OH0772100
 OH,BROWN ,015,CUYAHOGA FALLS POLICE DEPARTMENT,OH0770300
 OH,BROWN COUNTY ,015,FAIRLAWN POLICE DEPARTMENT,OH0770400
 OH,BUTLER ,017,HUDSON POLICE DEPARTMENT,OH0770500
 OH,CARROLL ,019,LAKEMORE POLICE DEPARTMENT,OH0770600
 OH,CHAMPAIGN ,021,MACEDONIA POLICE DEPARTMENT,OH0770700
 OH,CLARK ,023,MOGADORE POLICE DEPARTMENT,OH0770800
 OH,CLARK ,023,MUNROE FALLS POLICE DEPARTMENT,OH0771700
 OH,CLERMONT ,025,NEW FRANKLIN POLICE DEPARTMENT,OH0772900
 OH,CLINTON ,027,NORTHFIELD VILLAGE POLICE DEPARTMENT,OH0770900
 OH,COLUMBIANA ,029,NORTON POLICE DEPARTMENT,OH0771000
 OH,COSHOCTON ,031,PENINSULA POLICE DEPARTMENT,OH0771800
 OH,CRAWFORD ,033,REMINDERVILLE POLICE DEPARTMENT,OH0771900
 OH,CUYAHOGA ,035,RICHFIELD POLICE DEPARTMENT,OH0772600
 OH,DARKE ,037,RICHFIELD TOWNSHIP PD RICHFIELD,OH0773100
 OH,DEFIANCE ,039,SAGAMORE HILLS TOWNSHIP POLICE DEPARTMENT,OH0773000
 OH,DELAWARE ,041,SILVER LAKE POLICE DEPARTMENT,OH0771100
 OH,ERIE ,043,SPRINGFIELD TOWNSHIP POLICE DEPARTMENT,OH0772500
 OH,ERIE ,043,STOW POLICE DEPARTMENT,OH0771200
 OH,FAIRFIELD ,045,SUMMIT COUNTY SHERIFF'S OFFICE,OH0770000
 OH,FAYETTE ,047,TALLMADGE POLICE DEPARTMENT,OH0771300
 OH,FRANKLIN ,049,TWINSBURG POLICE DEPARTMENT,OH0771400
 OH,FRANKLIN ,049,UNIVERSITY OF AKRON POLICE DEPARTMENT,OH0772800
 OH,ADAMS ,001,BAZETTA TOWNSHIP POLICE DEPARTMENT,OH0781500
 OH,ALLEN ,003,BRACEVILLE POLICE DEPARTMENT,OH0782700
 OH,ASHLAND ,005,BROOKFIELD TOWNSHIP POLICE DEPARTMENT,OH0781300
 OH,ASHTABULA ,007,CHAMPION TOWNSHIP POLICE DEPARTMENT,OH0781700
 OH,ATHENS ,009,CORTLAND POLICE DEPARTMENT,OH0780800
 OH,AUGLAIZE ,011,FOWLER TOWNSHIP POLICE DEPARTMENT,OH0782400
 OH,BELMONT ,013,GIRARD POLICE DEPARTMENT,OH0780100
 OH,BROWN ,015,HARTFORD TOWNSHIP POLICE DEPARTMENT,OH0781900
 OH,BROWN COUNTY ,015,HOWLAND TOWNSHIP POLICE DEPARTMENT,OH0781200
 OH,BUTLER ,017,HUBBARD CITY POLICE DEPARTMENT,OH0780200
 OH,CARROLL ,019,HUBBARD TOWNSHIP POLICE DEPARTMENT,OH0781600
 OH,CHAMPAIGN ,021,LORDSTOWN VILLAGE POLICE DEPARTMENT,OH0781400
 OH,CLARK ,023,MCDONALD POLICE DEPARTMENT,OH0780400
 OH,CLARK ,023,NEWTON FALLS POLICE DEPARTMENT,OH0780500
 OH,CLERMONT ,025,NEWTON TOWNSHIP PD NEWTON FALLS,OH0781800
 OH,CLINTON ,027,NILES POLICE DEPARTMENT,OH0780600
 OH,COLUMBIANA ,029,TRUMBULL COUNTY SHERIFF'S OFFICE,OH0780000
 OH,COSHOCTON ,031,VIENNA TWP POLICE DEPT,OH0782800
 OH,CRAWFORD ,033,WARREN POLICE DEPARTMENT,OH0780700
 OH,CUYAHOGA ,035,WARREN TOWNSHIP POLICE DEPARTMENT,OH0782100
 OH,DARKE ,037,WEATHERSFIELD TOWNSHIP POLICE DEPARTMENT,OH0782300
 OH,ADAMS ,001,BALTIC POLICE DEPARTMENT,OH0790700
 OH,ALLEN ,003,BARNHILL PD NEW PHILADELPHIA,OH0790800
 OH,ASHLAND ,005,BOLIVAR POLICE DEPARTMENT,OH0790900
 OH,ASHTABULA ,007,DENNISON POLICE DEPARTMENT,OH0790100
 OH,ATHENS ,009,DOVER POLICE DEPARTMENT,OH0790200
 OH,AUGLAIZE ,011,GNADENHUTTEN POLICE DEPARTMENT,OH0791000
 OH,BELMONT ,013,MIDVALE POLICE DEPARTMENT,OH0791100
 OH,BROWN ,015,NEW PHILADELPHIA POLICE DEPARTMENT,OH0790400
 OH,BROWN COUNTY ,015,NEWCOMERSTOWN POLICE DEPARTMENT,OH0790300
 OH,BUTLER ,017,STRASBURG POLICE DEPARTMENT,OH0791800
 OH,CARROLL ,019,SUGARCREEK POLICE DEPARTMENT,OH0790500
 OH,CHAMPAIGN ,021,TUSCARAWAS COUNTY SHERIFF'S OFFICE,OH0790000
 OH,CLARK ,023,UHRICHSVILLE POLICE DEPARTMENT,OH0790600
 OH,ADAMS ,001,MARYSVILLE POLICE DEPARTMENT,OH0800100
 OH,ALLEN ,003,RICHWOOD POLICE DEPARTMENT,OH0800200
 OH,ASHLAND ,005,UNION COUNTY SHERIFF'S OFFICE,OH0800000
 OH,ADAMS ,001,VAN WERT COUNTY SHERIFF'S OFFICE,OH0810000
 OH,ALLEN ,003,VAN WERT POLICE DEPARTMENT,OH0810100
 OH,ADAMS ,001,MCARTHUR POLICE DEPARTMENT,OH0820100
 OH,ALLEN ,003,VINTON COUNTY SHERIFF'S OFFICE,OH0820000
 OH,ADAMS ,001,CARLISLE POLICE DEPARTMENT,OH0830800
 OH,ALLEN ,003,CLEARCREEK TOWNSHIP POLICE DEPARTMENT,OH0831600
