aggravated_assault,arson,burglary,homicide,larceny,motor_vehicle_theft,population,property_crime,rape_legacy,rape_revised,robbery,state_abbr,state_id,violent_crime,year
17416,578.0,35457,492,112520,9731,4668960,157708,1246,1733.0,5561,LA,22,25202,2015
16400,628.0,38541,476,113251,9400,4648990,161192,981,1382.0,5725,LA,22,23983,2014
16161,,56237,682,115856,16421,4026000,188514,1554,,8832,LA,22,27229,1979
17127,,63997,661,121298,15811,4199542,201106,1867,,8271,LA,22,27926,1980
16325,,61756,673,121955,15584,4305000,199295,1782,,8698,LA,22,27478,1981
17472,,62151,698,125701,14637,4362000,202489,1740,,9275,LA,22,29185,1982
17612,,57359,629,123492,13785,4438000,194636,1770,,8433,LA,22,28444,1983
19311,,54711,575,129348,13719,4462000,197778,1864,,8501,LA,22,30251,1984
20313,,59326,487,141739,17130,4481000,218195,1782,,8526,LA,22,31108,1985
21676,,65751,575,153818,19875,4501000,239444,1806,,10071,LA,22,34128,1986
20833,,64441,496,148247,18402,4461000,231090,1600,,7987,LA,22,30916,1987
20259,,63843,512,139141,19929,4420000,222913,1702,,9238,LA,22,31711,1988
21532,,64184,653,152209,22842,4382000,239235,1675,,10397,LA,22,34257,1989
24022,,60677,724,149752,25393,4219973,235822,1781,,11387,LA,22,37914,1990
26120,,60017,720,148334,24381,4252000,232732,1738,,11860,LA,22,40438,1991
28013,,58574,747,152938,26926,4287000,238438,1813,,11636,LA,22,42209,1992
30727,,58768,874,163334,26359,4295000,248461,1817,,12182,LA,22,45600,1993
28060,,55188,856,164081,26219,4315000,245488,1923,,11530,LA,22,42369,1994
1052,,8295,26,26457,1509,1244000,36261,225,,263,ME,25,1566,1998
780,,6729,26,23955,1022,1318301,31706,375,,399,ME,25,1580,2009
796,254.0,7364,24,24547,989,1327379,32900,389,,412,ME,25,1621,2010
848,267.0,7865,26,24886,1078,1328544,33829,394,,370,ME,25,1638,2011
815,,6323,19,24218,1348,1318220,31889,326,,323,ME,25,1483,2005
786,,6846,23,25465,1347,1321574,33658,341,,383,ME,25,1533,2006
804,,6745,20,24228,1276,1317207,32249,392,,349,ME,25,1565,2007
976,,9303,25,29557,1776,1243000,40636,260,,292,ME,25,1553,1996
964,,8241,25,27513,1642,1242000,37396,254,,257,ME,25,1500,1997
897,,7532,25,25392,1694,1253040,34618,239,,243,ME,25,1404,1999
815,,6775,15,23906,1322,1274923,32003,320,,247,ME,25,1397,2000
826,,6898,19,24585,1671,1284470,33154,326,,264,ME,25,1435,2001
735,,6965,14,24591,1429,1294894,32985,377,,270,ME,25,1396,2002
763,,6579,16,24043,1456,1309205,32078,354,,289,ME,25,1422,2003
742,,6341,18,24096,1303,1314985,31740,315,,289,ME,25,1364,2004
829,,6559,31,24695,1179,1316456,32433,379,,333,ME,25,1572,2008
808,239.0,7476,26,24931,991,1328501,33398,372,,420,ME,25,1626,2012
889,103.0,5035,21,20591,801,1330256,26427,346,484.0,304,ME,25,1698,2014
948,217.0,4001,20,17131,776,1330232,21908,412,413.0,268,ME,25,1649,2016
872,153.0,3334,23,16006,793,1335907,20133,0,473.0,249,ME,25,1617,2017
1007,,9015,25,28444,1673,1241000,39132,265,,334,ME,25,1631,1995
931,92.0,4694,23,18853,814,1329453,24361,337,461.0,311,ME,25,1726,2015
907,154.0,6480,24,23063,911,1328702,30454,366,495.0,335,ME,25,1761,2013
1710,,12592,31,29828,2610,1097000,45030,131,,349,ME,25,2221,1979
1650,,13291,32,31151,2462,1123670,46904,145,,346,ME,25,2173,1980
1665,,14081,36,29545,2194,1132000,45820,145,,368,ME,25,2214,1981
1326,,11862,24,27863,2159,1133000,41884,152,,345,ME,25,1847,1982
1301,,11415,24,27022,1920,1146000,40357,193,,311,ME,25,1829,1983
1352,,10267,20,26811,1866,1156000,38944,155,,305,ME,25,1832,1984
1471,,10607,28,28260,1922,1164000,40789,167,,284,ME,25,1950,1985
1201,,9433,23,27548,1928,1174000,38909,174,,328,ME,25,1726,1986
1286,,9148,30,28916,2058,1187000,40122,186,,304,ME,25,1806,1987
1326,,9852,37,28928,2469,1206000,41249,224,,311,ME,25,1898,1988
1115,,9810,39,30067,2239,1222000,42116,229,,293,ME,25,1676,1989
1179,,10106,30,31372,2169,1227928,43647,242,,308,ME,25,1759,1990
1066,,11146,15,31737,2017,1235000,44900,270,,280,ME,25,1631,1991
1013,,10156,21,29966,1778,1235000,41900,294,,288,ME,25,1616,1992
945,,8909,20,26945,1665,1239000,37519,329,,264,ME,25,1558,1993
987,,8938,28,28257,1776,1240000,38971,318,,278,ME,25,1611,1994
23593,,38641,525,134372,36405,5512310,209418,1358,,13302,MD,24,38778,2003
24351,,36704,521,129888,35882,5561332,202474,1317,,12772,MD,24,38961,2004
23173,,35922,552,128491,34070,5589599,198483,1266,,14378,MD,24,39369,2005
20570,,38849,493,133983,25333,5633597,198165,1127,,13203,MD,24,35393,2008
18899,1597.0,36704,426,118578,18027,5785681,173309,1228,,11054,MD,24,31607,2010
22011,,37459,546,127502,30523,5615727,195484,1178,,14376,MD,24,38111,2006
21072,,37095,554,127308,28393,5618344,192796,1179,,13258,MD,24,36063,2007
24793,,50331,588,173817,36083,5072000,260231,1905,,19944,MD,24,47230,1996
23654,,47918,502,166256,30668,5094000,244842,1814,,17157,MD,24,43127,1997
23337,,47393,513,159019,28212,5135000,234624,1714,,15339,MD,24,40903,1998
22795,,43230,465,147296,25447,5171634,215973,1551,,13636,MD,24,38447,1999
26130,,39426,430,145423,28573,5296486,213422,1543,,13560,MD,24,41663,2000
26668,,41553,446,145934,32025,5386079,219512,1449,,13525,MD,24,42088,2001
26715,,39765,513,143320,34020,5450525,217105,1370,,13417,MD,24,42015,2002
20022,,36905,440,125771,19619,5699478,182295,1156,,12007,MD,24,33625,2009
16876,1474.0,35823,399,114951,16072,5839572,166846,1200,,10342,MD,24,28817,2011
16303,1367.0,33803,373,113550,14956,5884868,162309,1237,,10173,MD,24,28086,2012
15208,989.0,28134,362,109140,13116,5975346,150390,1144,1632.0,9565,MD,24,26767,2014
15841,972.0,24832,536,100995,13889,6024752,139716,1756,1827.0,10815,MD,24,29019,2016
16836,945.0,23508,546,97420,13568,6052177,134496,0,1691.0,11200,MD,24,30273,2017
25697,,53320,596,178126,36179,5042000,267625,2130,,21334,MD,24,49757,1995
15819,968.0,26432,538,102701,13414,5994983,142547,1209,1717.0,10111,MD,24,28185,2015
16124,1205.0,31950,384,112551,13417,5938737,157918,1179,1679.0,10048,MD,24,28235,2013
17225,,62630,406,145297,20232,4149000,228159,1636,,13740,MD,24,33007,1979
17194,,71183,399,152144,18887,4192211,242214,1681,,16461,MD,24,35735,1980
17640,,70740,421,152405,18480,4261000,241625,1654,,18085,MD,24,37800,1981
18849,,60547,432,142903,16724,4265000,220174,1596,,15377,MD,24,36254,1982
18007,,52697,367,127443,15688,4304000,195828,1412,,14950,MD,24,34736,1983
19364,,51484,354,123567,17274,4349000,192325,1640,,13097,MD,24,34455,1984
21335,,52995,348,126077,20246,4392000,199318,1700,,13272,MD,24,36655,1985
21263,,55593,401,132904,24334,4463000,212831,1944,,13569,MD,24,37177,1986
19425,,52718,436,134485,26386,4535000,213589,1795,,13164,MD,24,34820,1987
21302,,54735,449,141509,31213,4644000,227457,1721,,13994,MD,24,37466,1988
22236,,52735,544,137043,31177,4694000,220955,1783,,15589,MD,24,40152,1989
23809,,53549,552,147407,33886,4781468,234842,2185,,17394,MD,24,43940,1990
23888,,56258,569,163524,35517,4860000,255299,2229,,19783,MD,24,46469,1991
25157,,55520,596,165244,35654,4908000,256418,2278,,21054,MD,24,49085,1992
25141,,56246,632,163471,33930,4965000,253647,2185,,21582,MD,24,49540,1993
24696,,52234,579,168608,38197,5006000,259039,2035,,20147,MD,24,47457,1994
18334,442.0,19204,135,79155,8071,6823721,106430,2128,2141.0,5365,MA,23,25975,2016
17319,380.0,17089,173,73946,7540,6859819,98575,0,2197.0,4871,MA,23,24560,2017
19878,,34728,178,98079,18920,6433367,151727,1751,,7837,MA,23,29644,2005
22178,,35243,188,100725,17975,6437193,153943,1771,,8080,MA,23,32217,2006
20040,,34497,171,101605,22048,6407382,158150,1794,,7484,MA,23,29489,2004
29420,,42896,157,119562,32178,6092000,194636,1767,,7778,MA,23,39122,1996
30969,,40491,119,115494,29452,6118000,185437,1647,,6676,MA,23,39411,1997
22594,,30600,125,105425,25876,6349097,161901,1696,,5815,MA,23,30230,2000
22110,,32430,143,106821,27828,6401164,167079,1856,,6476,MA,23,30585,2001
22018,,33243,173,107922,26588,6421800,167753,1777,,7169,MA,23,31137,2002
20378,,34963,140,104069,25511,6420357,164543,1848,,8011,MA,23,30377,2003
19636,,35767,187,103925,15051,6449755,154743,1643,,7021,MA,23,28487,2007
21143,,36251,166,106913,12755,6497967,155919,1751,,7077,MA,23,30137,2008
21129,,34515,173,106799,11864,6593587,153178,1734,,7467,MA,23,30503,2009
21842,657.0,37903,214,105124,11469,6555466,154496,1784,,6897,MA,23,30737,2010
19626,564.0,36403,184,101644,10782,6607003,148829,1654,,6768,MA,23,28232,2011
18721,615.0,34635,121,99453,9237,6645303,143325,1650,,6555,MA,23,27047,2012
18118,512.0,30716,138,97437,9121,6708874,137274,1722,2303.0,6705,MA,23,27264,2013
18277,480.0,24951,133,92226,8304,6755124,125481,1625,2202.0,6077,MA,23,26689,2014
30443,,37333,124,109275,26403,6147000,173011,1687,,5938,MA,23,38192,1998
26307,,32964,122,108845,25628,6175169,167437,1663,,5931,MA,23,34023,1999
30626,,49669,217,135586,36716,6074000,221971,1759,,9137,MA,23,41739,1995
18974,386.0,21826,131,84676,8045,6784240,114547,1538,2082.0,5266,MA,23,26453,2015
17286,,92570,212,152135,66051,5769000,310756,1428,,11724,MA,23,30650,1979
19158,,99697,232,153849,60241,5728288,313787,1562,,13492,MA,23,34444,1980
18850,,95080,210,147691,57657,5770000,300428,1580,,15633,MA,23,36273,1981
18989,,82212,219,146933,55995,5781000,285140,1464,,12359,MA,23,33031,1982
19543,,72291,203,133883,49533,5767000,255707,1495,,12023,MA,23,33264,1983
18402,,63756,211,123214,48705,5798000,235675,1627,,10122,MA,23,30362,1984
18424,,65231,202,130088,50346,5822000,245665,1734,,10974,MA,23,31334,1985
19298,,62455,208,127668,52866,5832000,242989,1731,,11239,MA,23,32476,1986
20640,,62056,173,127939,54110,5855000,244105,1868,,10379,MA,23,33060,1987
23940,,62307,208,141933,52399,5871000,256639,1876,,10352,MA,23,36376,1988
25797,,63004,254,146925,53851,5913000,263780,1881,,11980,MA,23,39912,1989
28965,,66942,243,151933,55567,6016425,274442,2030,,13062,MA,23,44300,1990
30294,,69977,249,149930,55083,5996000,274990,1926,,11669,MA,23,44138,1991
33288,,64318,214,141610,47416,5998000,253344,2166,,11059,MA,23,46727,1992
35591,,60220,233,136548,49063,6012000,245831,2006,,10563,MA,23,48393,1993
30550,,53222,214,129962,42348,6041000,225532,1825,,10160,MA,23,42749,1994
30779,1775.0,39738,612,130249,20262,9933445,190249,7125,7268.0,7123,MI,26,45782,2016
30738,1958.0,35641,569,124104,19573,9962311,179318,0,7031.0,6488,MI,26,44826,2017
37062,,76736,695,236351,56800,9863775,369887,4849,,14103,MI,26,56709,1999
37856,,85908,722,276909,67203,9594000,430020,5466,,16907,MI,26,60951,1996
36900,,80726,759,276863,65327,9774000,422916,5070,,14934,MI,26,57663,1997
39987,,82249,721,258186,58338,9817000,398773,4946,,15293,MI,26,60947,1998
35753,,69790,669,227783,55724,9938444,353297,5025,,13712,MI,26,55159,2000
36551,,72038,672,226708,53607,10006266,352353,5264,,12937,MI,26,55424,2001
36417,,70970,678,214367,49723,10043221,335060,5364,,11847,MI,26,54306,2002
34214,,68316,612,208538,53711,10082364,330565,5470,,11254,MI,26,51550,2003
32276,,64233,643,194988,50584,10104206,309805,5482,,11336,MI,26,49737,2004
36760,,70527,629,194090,48275,10100833,312892,5199,,13348,MI,26,55936,2005
36684,,76313,721,199183,50098,10095643,325594,5347,,14229,MI,26,56981,2006
35147,,75273,661,191289,41988,10071822,308550,4592,,13365,MI,26,53765,2007
33205,,74787,554,184558,35755,10003422,295100,4507,,13246,MI,26,51512,2008
32251,,76046,623,178628,29345,9969727,284019,4524,,12427,MI,26,49825,2009
31858,3005.0,74345,580,169748,27408,9877143,271501,4733,,11522,MI,26,48693,2010
28507,2663.0,69755,617,156666,24908,9876801,251329,4344,,10263,MI,26,43731,2011
29203,2425.0,65560,701,158609,25080,9882519,249249,4635,,10423,MI,26,44962,2012
27610,1705.0,44328,544,137142,21222,9916306,202692,4500,6364.0,8037,MI,26,42555,2014
41070,,86872,808,280712,61639,9549000,429223,5917,,17885,MI,26,65680,1995
26599,2023.0,40375,585,132019,18797,9917715,191191,4782,6710.0,7818,MI,26,41712,2015
27254,1999.0,56256,625,149794,24085,9898193,230135,4506,6785.0,10093,MI,26,44757,2013
31406,,138806,834,315211,55440,9208000,509457,4100,,20218,MI,26,56558,1979
31251,,160688,940,342384,53979,9228128,557051,4304,,22519,MI,26,59014,1980
30143,,171331,861,341805,58446,9201000,571582,4366,,23688,MI,26,59058,1981
30034,,165155,827,330031,63009,9109000,558195,4246,,24699,MI,26,59806,1982
33125,,153438,910,302118,66894,9069000,522450,5085,,25873,MI,26,64993,1983
34388,,149209,879,298192,78578,9075000,525979,5880,,27832,MI,26,68979,1984
32984,,138792,1018,297827,75233,9088000,511852,6140,,26572,MI,26,66714,1985
38768,,138040,1032,308894,73193,9145000,520127,6167,,27550,MI,26,73517,1986
39022,,133602,1124,319470,69182,9200000,522254,6184,,25442,MI,26,71772,1987
39085,,122254,1009,305693,68920,9300000,496867,6462,,22424,MI,26,68980,1988
37527,,113579,993,307096,67007,9273000,487682,6624,,20616,MI,26,65760,1989
43536,,106275,971,311153,66336,9295297,483764,7209,,21752,MI,26,73468,1990
44061,,111126,1009,324985,63670,9368000,499781,7372,,22790,MI,26,75232,1991
43282,,98257,938,299486,59057,9437000,456800,7550,,20902,MI,26,72672,1992
44747,,93143,933,290333,58291,9478000,441767,6740,,22601,MI,26,75021,1993
43371,,91849,927,290172,62304,9496000,444325,6720,,21733,MI,26,72751,1994
5259,,23428,302,36006,4013,2406000,63447,523,,1702,MI,26,7786,1979
5569,,29612,365,43142,4480,2511491,77234,619,,2035,MI,26,8588,1980
4670,,29614,319,47587,4588,2530000,81789,658,,2059,MI,26,7706,1981
4619,,30200,358,49504,3918,2551000,83622,675,,1863,MI,26,7515,1982
4699,,26479,290,45584,3677,2587000,75740,616,,1650,MI,26,7255,1983
4787,,25464,252,42952,3753,2598000,72169,715,,1572,MI,26,7326,1984
4470,,26701,276,47478,4075,2613000,78254,698,,1635,MI,26,7079,1985
4526,,28242,295,48430,3940,2625000,80612,678,,1697,MI,26,7196,1986
4549,,31537,269,47433,4212,2625000,83182,767,,1496,MI,26,7081,1987
5340,,33651,225,47818,4371,2627000,85840,951,,2028,MI,26,8544,1988
4833,,30018,253,49266,4696,2621000,83980,1017,,2053,MI,26,8156,1989
5094,,32196,313,53266,5341,2573216,90803,1134,,2217,MI,26,8758,1990
5539,,34524,332,57373,7420,2592000,99317,1199,,3015,MI,26,10085,1991
6023,,33533,320,58851,8797,2614000,101181,1166,,3254,MI,26,10763,1992
6302,,33985,357,62467,8856,2643000,105308,1125,,3683,MI,26,11467,1993
7220,,34493,409,70621,10810,2669000,115924,1212,,4336,MI,26,13177,1994
7185,497.0,18582,101,90421,8720,5525050,117723,2348,2349.0,3730,MN,27,13365,2016
7172,525.0,18787,113,93446,9979,5576606,122212,0,2385.0,3621,MN,27,13291,2017
7903,,35515,167,138671,17923,4658000,192109,2327,,5385,MN,27,15782,1996
7879,,35265,129,137872,17869,4686000,191006,2446,,5373,MN,27,15827,1997
7806,,32486,121,128689,15366,4725000,176541,2358,,4371,MN,27,14656,1998
6996,,27706,134,117736,13275,4775508,158717,2038,,3917,MN,27,13085,1999
7709,,26116,151,118250,13432,4919479,157798,2240,,3713,MN,27,13813,2000
7032,,25496,119,124519,15031,4984535,165046,2236,,3758,MN,27,13145,2001
7106,,28034,112,122150,13842,5024791,164026,2273,,3937,MN,27,13428,2002
7191,,27698,127,116216,13749,5064172,157663,2092,,3906,MN,27,13316,2003
7445,,28048,113,113453,13518,5096546,155019,2123,,4070,MN,27,13751,2004
8146,,29716,115,114304,14281,5126739,158301,2258,,4724,MN,27,15243,2005
8830,,30306,126,115693,13277,5167101,159276,1645,,5441,MN,27,16042,2006
8295,,29717,116,115892,12648,5197621,158257,1873,,4770,MN,27,15054,2007
7759,,26558,110,112764,10195,5220393,149517,1805,,4179,MN,27,13853,2008
7233,798.0,24415,96,103429,8587,5310658,136431,1798,,3388,MN,27,12515,2010
6750,781.0,25681,75,102354,8148,5347299,136183,2113,,3385,MN,27,12323,2011
7207,942.0,25378,99,104316,8458,5379646,138152,1638,,3475,MN,27,12419,2012
7392,,25580,74,105160,8546,5266214,139286,1789,,3619,MN,27,12874,2009
7939,,36756,182,138414,15741,4610000,190911,2593,,5702,MN,27,16416,1995
7094,598.0,19299,133,94704,7981,5482435,121984,1679,2321.0,3771,MN,27,13319,2015
6908,728.0,22713,114,100514,7966,5422060,131193,1453,2014.0,3674,MN,27,12710,2013
6729,641.0,20773,88,96237,8367,5457125,125377,1448,2001.0,3687,MN,27,12505,2014
4255,,45183,93,110827,13366,4060000,169376,871,,3754,MN,27,8973,1979
4177,,50602,106,123050,12016,4061235,185668,942,,4025,MN,27,9250,1980
3937,,52253,85,121834,10300,4090000,184387,1056,,4266,MN,27,9344,1981
3841,,48855,95,116375,9818,4133000,175048,938,,4188,MN,27,9062,1982
3615,,44571,69,106034,8663,4144000,159268,927,,3298,MN,27,7909,1983
4717,,41242,74,101240,8600,4162000,151082,1051,,2960,MN,27,8802,1984
5823,,42663,88,108954,10980,4193000,162597,1242,,3598,MN,27,10751,1985
6249,,42319,105,117371,12142,4214000,171832,1338,,4299,MN,27,11991,1986
6213,,45384,112,125686,12798,4246000,183868,1439,,4354,MN,27,12118,1987
6950,,39167,124,119526,14609,4306000,173302,1337,,4079,MN,27,12490,1988
6947,,39042,111,122673,16537,4353000,178252,1363,,4128,MN,27,12549,1989
7731,,39691,117,129500,15994,4375099,185185,1487,,4057,MN,27,13392,1990
7768,,37832,131,131330,16106,4432000,185268,1762,,4345,MN,27,14006,1991
8248,,39859,150,134750,15911,4480000,190520,1840,,4906,MN,27,15144,1992
7943,,38147,155,129727,15473,4517000,183347,2796,,5092,MN,27,15986,1993
8155,,36157,147,131344,14355,4567000,181856,2725,,5370,MN,27,16397,1994
4459,327.0,23489,237,54725,4307,2985415,82521,1277,1282.0,2433,MS,29,8411,2016
5119,215.0,24710,245,52240,4631,2984100,81581,0,1091.0,2071,MS,29,8526,2017
4460,339.0,28084,213,51520,4329,2986450,83933,819,,2277,MS,29,7769,2012
8333,,30755,301,69299,9527,2716000,109581,981,,3646,MS,29,13261,1996
7644,,32429,358,71887,9328,2731000,113644,1065,,3741,MS,29,12808,1997
6567,,31498,315,68525,9322,2752000,109345,1026,,3394,MS,29,11302,1998
5211,,29109,213,65919,13532,2768619,108560,1156,,3091,MS,29,9671,1999
6290,,26918,255,69758,6968,2844658,103644,1019,,2703,MS,29,10267,2000
5283,,29821,282,70315,9473,2859733,109609,1147,,3294,MS,29,10006,2001
5111,,29593,264,70468,9523,2866733,109584,1127,,3356,MS,29,9858,2002
4974,,29564,267,68307,8996,2882594,106867,1079,,3016,MS,29,9336,2003
4677,,27661,227,65440,7879,2900768,100980,1161,,2503,MS,29,8568,2004
4365,,26866,214,60873,7492,2908496,95231,1147,,2405,MS,29,8131,2005
4547,,27117,231,57406,8330,2910540,92853,1039,,3259,MS,29,9076,2006
4371,,27223,202,56473,7191,2918785,90887,1033,,2896,MS,29,8502,2007
4669,,25506,236,53730,6252,2938618,85488,958,,3079,MS,29,8942,2008
4297,,29559,194,52329,5439,2951996,87327,991,,2969,MS,29,8451,2009
4087,403.0,30453,204,52784,5359,2970072,88596,931,,2777,MS,29,7999,2010
4418,450.0,30722,232,54179,4908,2977457,89809,863,,2496,MS,29,8009,2011
8628,,30505,348,67967,9723,2697000,108195,1054,,3530,MS,29,13560,1995
4467,269.0,25068,253,56446,4271,2989390,85785,851,1158.0,2312,MS,29,8190,2015
4649,412.0,24969,217,52192,4387,2992206,81548,726,1024.0,2413,MS,29,8303,2013
4585,499.0,23898,259,58515,4474,2993443,86887,768,1082.0,2405,MS,29,8331,2014
22049,1349.0,31716,538,120649,18296,6091176,170661,2554,2557.0,6576,MO,28,31720,2016
22740,1032.0,30081,600,123251,19921,6113532,173253,0,2729.0,6351,MO,28,32420,2017
20528,,47919,433,168870,23992,5359000,240781,1566,,9142,MO,28,31669,1996
20238,,45763,456,150002,20757,5911605,216522,1612,,7395,MO,28,29701,2008
20083,,43591,387,140764,17428,5987580,201783,1606,,7437,MO,28,29513,2009
20811,,46900,426,155472,26517,5402000,228889,1525,,8430,MO,28,31192,1997
20244,,47455,399,160363,24466,5439000,232284,1463,,8116,MO,28,30222,1998
18406,,42476,359,157550,22984,5468338,223010,1439,,7149,MO,28,27353,1999
18123,,41685,347,159539,24695,5595211,225919,1351,,7598,MO,28,27419,2000
20946,,42977,372,167420,28014,5637309,238411,1383,,7771,MO,28,30472,2001
21737,,42721,331,159921,27878,5669544,230520,1465,,7024,MO,28,30557,2002
19692,,41997,289,161616,29951,5719204,233564,1400,,6686,MO,28,28067,2003
19763,,40472,354,158264,25893,5759532,224629,1479,,6630,MO,28,28226,2004
21254,,42822,402,159288,25699,5797703,227809,1625,,7196,MO,28,30477,2005
22167,,44734,369,153874,25399,5842713,224007,1764,,7597,MO,28,31897,2006
23082,,44897,367,156319,23897,5878415,225113,1785,,7728,MO,28,32962,2007
19390,1542.0,44197,420,140526,16135,5995715,200858,1445,,6185,MO,28,27440,2010
18778,1511.0,44875,366,138879,15331,6008984,199085,1469,,6275,MO,28,26888,2011
19490,1540.0,42510,390,140971,16332,6024522,199813,1527,,5782,MO,28,27189,2012
18056,1207.0,38797,369,134514,16344,6044917,189655,1679,2305.0,5486,MO,28,26216,2013
18483,1404.0,35293,404,124769,16374,6063827,176436,1728,2403.0,5592,MO,28,26882,2014
22296,,49649,469,162430,25199,5324000,237278,1711,,10863,MO,28,35339,1995
20833,1297.0,34029,503,122749,17010,6076204,173788,1858,2573.0,6383,MO,28,30292,2015
13214,,70423,543,124398,19988,4868000,214809,1638,,10267,MO,28,25662,1979
14075,,81798,544,136998,20319,4901288,239115,1600,,10958,MO,28,27177,1980
14065,,78173,516,140567,18835,4938000,237575,1465,,10629,MO,28,26675,1981
13762,,68881,479,134383,16624,4951000,219888,1283,,9554,MO,28,25078,1982
13639,,60496,403,125140,15782,4970000,201418,1330,,8346,MO,28,23718,1983
14335,,55863,358,119749,16511,5008000,192123,1325,,7053,MO,28,23071,1984
16019,,55252,409,120650,18345,5029000,194247,1468,,7425,MO,28,25321,1985
18742,,57556,464,126674,22233,5066000,206463,1480,,8624,MO,28,29310,1986
17520,,56711,423,133964,21755,5103000,212430,1473,,8376,MO,28,27792,1987
17837,,58605,413,139648,22325,5139000,220578,1505,,8638,MO,28,28393,1988
20578,,58594,409,146269,27011,5159000,231874,1587,,10060,MO,28,32634,1989
23417,,54536,449,143287,27599,5117073,225422,1663,,11073,MO,28,36602,1990
24107,,64643,543,146533,28806,5158000,239982,1756,,12952,MO,28,39358,1991
24223,,57127,547,143288,25831,5193000,226246,1895,,11783,MO,28,38448,1992
23825,,53673,590,145392,28666,5234000,227731,1894,,12654,MO,28,38963,1993
24553,,55577,554,158283,27038,5278000,240898,1955,,12178,MO,28,39240,1994
2983,180.0,3966,37,21427,2763,1038656,28156,578,598.0,268,MT,30,3886,2016
3012,169.0,3615,41,21018,2592,1050493,27225,0,613.0,295,MT,30,3961,2017
882,,4908,34,30928,2248,879000,38084,238,,261,MT,30,1415,1996
769,,5002,42,30411,2179,879000,37592,171,,179,MT,30,1161,1997
1312,,4575,18,29940,2049,880000,36564,235,,232,MT,30,1797,1998
1536,,3876,22,23353,1874,882779,29103,293,,239,MT,30,2090,1999
2276,,3624,20,26678,1896,902195,32198,308,,203,MT,30,2807,2000
2735,,3670,34,24684,1821,905382,30175,188,,230,MT,30,3187,2001
2661,,3289,16,23679,1783,910372,28751,237,,283,MT,30,3197,2002
2777,,3722,30,22800,1906,918157,28428,246,,298,MT,30,3351,2003
2187,,3515,30,22082,1618,926920,27215,273,,233,MT,30,2723,2004
2138,,3642,18,23794,1971,934737,29407,301,,177,MT,30,2634,2005
2950,,3380,33,21659,1947,944632,26986,348,,233,MT,30,3564,2006
3015,,3476,27,22315,2046,957861,27837,363,,233,MT,30,3638,2007
2411,,3689,40,20834,1777,967440,26300,358,,204,MT,30,3013,2008
2181,,3686,32,19528,1612,974989,24826,357,,228,MT,30,2798,2009
2222,172.0,3692,25,20166,1551,990958,25409,332,,154,MT,30,2733,2010
2189,158.0,3347,29,19089,1449,997667,23885,366,,171,MT,30,2755,2011
2180,281.0,3920,29,20484,1698,1005494,26102,392,,202,MT,30,2803,2012
2217,146.0,4122,23,20192,1881,1014864,26195,382,467.0,217,MT,30,2924,2013
2563,131.0,3639,38,19826,2060,1023252,25525,396,558.0,202,MT,30,3361,2014
972,,5060,35,32797,2389,870000,40246,231,,253,MT,30,1491,1995
2827,148.0,3887,38,20966,2423,1032073,27276,405,572.0,210,MT,30,3647,2015
1307,,6314,33,24537,2447,786000,33298,162,,260,MT,30,1762,1979
1279,,7430,31,27587,2514,781592,37531,164,,266,MT,30,1740,1980
1500,,7651,27,27874,2221,792000,37746,175,,302,MT,30,2004,1981
1386,,6759,31,24079,2070,801000,32908,119,,265,MT,30,1801,1982
1353,,7420,30,26918,1870,817000,36208,162,,192,MT,30,1737,1983
1526,,7070,36,27080,2230,824000,36380,170,,226,MT,30,1958,1984
1342,,6835,48,26746,2274,826000,35855,159,,173,MT,30,1722,1985
963,,6491,24,27142,1760,819000,35393,142,,160,MT,30,1289,1986
834,,6521,33,27541,1924,809000,35986,160,,196,MT,30,1223,1987
651,,5657,21,25921,1740,804000,33318,135,,182,MT,30,989,1988
630,,5575,23,23892,1818,806000,31285,145,,137,MT,30,935,1989
866,,5666,39,27098,1938,799065,34702,195,,173,MT,30,1273,1990
799,,4231,21,22449,1667,808000,28347,160,,150,MT,30,1130,1991
944,,5306,24,29243,1923,824000,36472,210,,222,MT,30,1400,1992
958,,5992,25,30641,2066,839000,38699,234,,272,MT,30,1489,1993
975,,6178,28,32817,2450,856000,41445,233,,280,MT,30,1516,1994
3558,,6459,49,32009,4729,1907603,43197,994,1108.0,946,NE,31,5661,2016
3671,,6472,43,31988,5203,1920076,43663,0,1191.0,968,NE,31,5873,2017
3380,,10133,56,48924,6132,1737475,65189,504,,1165,NE,31,5105,2003
3595,,9826,40,46399,5287,1747704,61512,620,,1138,NE,31,5393,2004
3387,,9408,44,45359,5581,1758163,60348,581,,1040,NE,31,5052,2005
5635,,10152,48,50315,5643,1652000,66110,447,,1052,NE,31,7182,1996
5712,,9813,50,48363,5541,1657000,63717,406,,1097,NE,31,7265,1997
5749,,10544,51,49420,5788,1663000,65752,417,,1290,NE,31,7507,1998
5429,,10158,60,45679,5440,1666028,61277,414,,1264,NE,31,7167,1999
3960,,10131,63,49118,5230,1711263,64479,436,,1147,NE,31,5606,2000
3612,,9760,43,52713,6490,1720039,68963,431,,1128,NE,31,5214,2001
3557,,10329,48,51440,6409,1727564,68178,464,,1359,NE,31,5428,2002
3433,,9535,51,44710,5166,1768331,59411,577,,1136,NE,31,5197,2006
3788,,9035,71,41484,5246,1774571,55765,550,,1115,NE,31,5524,2007
3603,,8731,69,38394,4225,1783432,51350,601,,1297,NE,31,5570,2008
