year,state_abbr,state_id,population,aggravated_assault,arson,burglary,homicide,larceny,motor_vehicle_theft,property_crime,rape_legacy,rape_revised,robbery,violent_crime
1985,FL,12,11366000,64165,,228402,1296,465792,59724,753918,6004,,35506,106971
1986,FL,12,11675000,70668,,259331,1371,510496,69824,839651,6152,,42822,121013
1987,FL,12,12023000,72896,,271346,1371,546466,81355,899167,6032,,42869,123168
1988,FL,12,12377000,80857,,283960,1416,589215,94694,967869,6154,,49916,138343
1989,FL,12,12671000,81683,,289254,1405,583702,102086,975042,6299,,51188,140575
1990,FL,12,12937926,98902,,280832,1379,591210,106902,978944,6781,,53928,160990
1991,FL,12,13277000,96047,,266313,1248,607222,104035,977570,6865,,53083,157243
1992,FL,12,13488000,104827,,254755,1208,598093,111685,964533,7310,,49482,162827
1993,FL,12,13679000,107479,,251063,1224,603784,122516,977363,7359,,48913,164975
1994,FL,12,13953000,105679,,237341,1165,626578,127186,991105,7301,,45871,160016
2016,GA,13,10313620,24091,1086.0,62715,682,218127,26463,307305,3509,3381.0,12114,40268
2017,GA,13,10429379,23793,923.0,55374,703,216661,26263,298298,0,2718.0,10044,37258
1996,GA,13,7353000,28879,,81968,630,288803,46215,416986,2357,,15100,46966
1999,GA,13,7788240,25721,,71429,583,247834,40120,359383,2319,,12962,41585
2000,GA,13,8186453,25450,,68488,651,240440,38702,347630,1968,,13250,41319
2001,GA,13,8405677,24491,,71799,598,238484,37589,347872,2180,,14402,41671
2002,GA,13,8544005,23125,,73932,606,234591,38036,346559,2108,,13432,39271
2003,GA,13,8676460,22501,,79001,657,247196,43392,369589,2234,,14043,39435
2004,GA,13,8918129,23561,,82992,613,249426,44238,376656,2387,,13656,40217
2005,GA,13,9132553,23977,,84463,564,249594,44477,378534,2143,,14041,40725
2006,GA,13,9363941,26469,,85140,605,234445,43127,362712,2169,,15511,44754
2007,GA,13,9544750,26708,,90294,720,238436,42518,371248,2198,,17291,46917
2008,GA,13,9685744,26571,,100564,640,247709,39644,387917,2334,,17808,47353
2009,GA,13,9829211,24553,,98606,566,229216,33163,360985,2323,,14631,42073
2010,GA,13,9712157,24034,1191.0,96947,555,226161,30341,353449,2107,,12372,39068
2011,GA,13,9812460,21881,1239.0,96014,549,231543,29678,357235,2066,,12266,36762
2012,GA,13,9915646,22447,1241.0,86992,583,223875,28606,339473,2143,,12502,37675
2013,GA,13,9994759,21361,1117.0,83459,563,229190,27159,339808,2022,2891.0,12704,37519
1997,GA,13,7486000,27044,,81320,563,262263,44572,388155,2328,,15473,45408
1998,GA,13,7642000,26514,,75720,618,255459,42538,373717,2322,,14308,43762
1995,GA,13,7201000,29318,,76324,683,264872,43809,385005,2539,,14777,47317
2015,GA,13,10199398,22467,880.0,68149,622,220715,27149,316013,2343,3257.0,12545,38891
2014,GA,13,10097132,22415,1057.0,78029,607,233359,27758,339146,2209,3147.0,12786,38955
1979,GA,13,5118000,14562,,81579,877,145758,21304,248641,2216,,10939,28594
1980,GA,13,5400851,16189,,91773,743,160764,20115,272652,2391,,10670,29993
1981,GA,13,5569000,16267,,93121,960,171170,18635,282926,2362,,10938,30527
1982,GA,13,5639000,15292,,84469,713,165049,17579,267097,2242,,8716,26963
1983,GA,13,5732000,15408,,72614,483,143398,16050,232062,2021,,8267,26179
1984,GA,13,5837000,16619,,70310,546,147251,17060,234621,2356,,8414,27935
1985,GA,13,5976000,17292,,81070,620,171950,22050,275070,2587,,9812,30311
1986,GA,13,6104000,19449,,88695,686,182171,26264,297130,2678,,13056,35869
1987,GA,13,6222000,19438,,96572,735,197302,30637,324511,2681,,13014,35868
1988,GA,13,6401000,23278,,103106,748,223768,35502,362376,2970,,15593,42589
1989,GA,13,6436000,25937,,110215,820,255578,42075,407868,3150,,17450,47357
1990,GA,13,6478216,27690,,104905,767,240623,43637,389165,3472,,17067,48996
1991,GA,13,6623000,27483,,100317,849,240359,40489,381165,2800,,17762,48894
1992,GA,13,6751000,28835,,97402,741,246619,38913,382934,3057,,16863,49496
1993,GA,13,6917000,29628,,90423,789,246849,41076,378348,2448,,17154,50019
1994,GA,13,7055000,28249,,81406,703,256208,39312,376926,2448,,15703,47103
2017,HI,15,1427538,1894,507.0,5549,39,29574,5269,40392,0,567.0,1077,3577
2016,HI,15,1428683,1831,485.0,5983,35,30871,5499,42353,447,619.0,985,3452
1996,HI,15,1184000,1350,,12781,40,54701,7157,74639,326,,1606,3322
1997,HI,15,1187000,1478,,12741,47,48984,6468,68193,371,,1403,3299
1998,HI,15,1193000,1345,,11169,24,43914,5594,60677,352,,1225,2946
1999,HI,15,1185497,1343,,9421,44,40458,4660,54539,354,,1044,2785
2000,HI,15,1211537,1450,,10665,35,43254,6114,60033,346,,1123,2954
2001,HI,15,1227024,1534,,11162,32,44925,6743,62830,409,,1142,3117
2002,HI,15,1240663,1656,,12722,24,49344,9910,71976,372,,1210,3262
2003,HI,15,1248755,1843,,11409,22,44807,9651,65867,367,,1168,3400
2004,HI,15,1262124,1903,,10827,33,41078,8620,60525,333,,944,3213
2005,HI,15,1273278,1885,,9792,24,42188,9135,61115,343,,1001,3253
2006,HI,15,1285498,2090,,8724,21,37784,7739,54247,353,,1144,3608
2007,HI,15,1283388,2021,,9089,24,37494,6283,52866,377,,1122,3544
2008,HI,15,1288198,2036,,9404,26,31424,5116,45944,363,,1085,3510
2009,HI,15,1295178,2112,,9244,23,33415,4857,47516,385,,1030,3550
2010,HI,15,1363359,2136,441.0,8706,25,31681,5280,45667,377,,1065,3603
2011,HI,15,1378129,2098,357.0,8165,20,31240,4469,43874,353,,994,3465
2012,HI,15,1390090,1953,312.0,7653,21,31901,3865,43419,279,,1125,3378
1995,HI,15,1187000,1564,,13832,56,59907,8199,81938,336,,1553,3509
2015,HI,15,1431603,2418,417.0,6557,19,42010,5779,54346,400,561.0,1203,4201
2013,HI,15,1408987,2111,223.0,7777,32,32928,4561,45266,366,508.0,934,3585
2014,HI,15,1420257,1842,148.0,7470,20,33003,5549,46022,388,548.0,952,3362
1979,HI,15,915000,601,,16538,66,40580,6546,63664,296,,1688,2651
1980,HI,15,964680,635,,17822,84,45564,5905,69291,335,,1835,2889
1981,HI,15,979000,584,,16726,47,40699,4211,61636,340,,1453,2424
1982,HI,15,994000,609,,16477,31,42248,4181,62906,342,,1560,2542
1983,HI,15,1023000,891,,13636,57,38920,4297,56853,301,,1330,2579
1984,HI,15,1039000,857,,12609,34,38329,3635,54573,314,,1204,2409
1985,HI,15,1054000,912,,12164,43,37357,2980,52501,310,,1048,2313
1986,HI,15,1062000,1095,,14218,51,39922,3486,57626,329,,1129,2604
1987,HI,15,1083000,1345,,12515,52,43678,3964,60157,393,,1061,2851
1988,HI,15,1093000,1492,,13726,44,44946,3978,62650,355,,919,2810
1989,HI,15,1112000,1530,,14939,53,47374,4410,66723,496,,925,3004
1990,HI,15,1108229,1696,,13611,44,46735,4217,64563,360,,1013,3113
1991,HI,15,1135000,1338,,14011,45,47195,3814,65020,375,,986,2744
1992,HI,15,1160000,1365,,13006,42,50544,4351,67901,440,,1151,2998
1993,HI,15,1172000,1408,,13310,45,51912,5283,70505,394,,1214,3061
1994,HI,15,1179000,1461,,14029,50,55260,6383,75672,359,,1221,3091
2016,ID,17,1680026,2895,192.0,6318,49,20962,2077,29357,719,719.0,213,3876
2017,ID,17,1716943,2953,181.0,5655,32,20278,2146,28079,0,707.0,196,3888
1996,ID,17,1189000,2580,,8431,43,33872,2229,44532,313,,241,3177
1997,ID,17,1210000,2481,,9175,39,32784,2429,44388,350,,237,3107
1998,ID,17,1229000,2782,,8518,36,31385,2282,42185,386,,264,3468
1999,ID,17,1251700,2401,,7641,25,26824,1898,36363,417,,223,3066
2000,ID,17,1293953,2644,,7330,16,28545,2086,37961,384,,223,3267
2001,ID,17,1320585,2511,,7507,30,28285,2389,38181,425,,245,3211
2002,ID,17,1343124,2646,,7441,36,29060,2627,39128,497,,240,3419
2003,ID,17,1367034,2556,,7837,26,29559,2646,40042,535,,245,3362
2004,ID,17,1395140,2586,,7671,31,28389,2739,38799,594,,241,3452
2005,ID,17,1429367,2792,,8066,35,27606,2884,38556,577,,266,3670
2006,ID,17,1466465,2726,,7545,35,25154,2436,35135,611,,294,3666
2007,ID,17,1499402,2942,,7131,49,24727,2266,34124,607,,243,3841
2008,ID,17,1523816,2839,,6748,23,23532,1660,31940,579,,239,3680
2009,ID,17,1545801,2952,,6682,24,23066,1472,31220,575,,254,3805
2010,ID,17,1571102,2696,239.0,6513,22,23594,1329,31436,533,,213,3464
2011,ID,17,1583744,2535,227.0,6915,35,24629,1331,32875,444,,188,3202
2012,ID,17,1595590,2580,253.0,7240,30,23203,1382,31825,495,,243,3348
1995,ID,17,1163000,3088,,9069,48,35560,2815,47444,330,,279,3745
2015,ID,17,1652828,2667,243.0,6124,32,20916,1872,28912,508,703.0,191,3593
2013,ID,17,1612843,2548,196.0,6693,29,21999,1538,30230,516,674.0,220,3471
2014,ID,17,1634806,2559,226.0,6466,32,22297,1677,30440,463,645.0,203,3439
1985,ID,17,1005000,1877,,8917,22,26170,1829,36916,192,,269,2360
1979,ID,17,905000,1986,,9729,49,23577,2460,35766,186,,392,2613
1980,ID,17,943629,2275,,11691,29,28243,2235,42169,211,,442,2957
1981,ID,17,959000,2114,,11255,43,27423,2055,40733,198,,362,2717
1982,ID,17,965000,2025,,9958,24,25256,1688,36902,160,,292,2501
1983,ID,17,989000,1875,,9206,35,24979,1687,35872,181,,270,2361
1984,ID,17,1001000,1890,,8751,34,24138,1509,34398,187,,244,2355
1986,ID,17,1003000,1785,,10065,32,28081,1818,39964,201,,214,2232
1987,ID,17,998000,1690,,9748,31,27923,1671,39342,175,,242,2138
1988,ID,17,999000,1928,,8691,36,26893,1761,37345,179,,202,2345
1989,ID,17,1014000,2168,,8843,26,26825,1610,37278,236,,152,2582
1990,ID,17,1006749,2323,,8187,27,28216,1666,38069,275,,151,2776
1991,ID,17,1039000,2482,,8582,19,30143,1853,40578,300,,215,3016
1992,ID,17,1067000,2398,,7934,37,30023,1679,39636,339,,229,3003
1993,ID,17,1099000,2491,,7350,32,29795,2016,39161,388,,186,3097
1994,ID,17,1133000,2673,,8147,40,32597,2210,42954,316,,209,3238
2016,IL,18,12835726,32161,2545.0,48193,1061,195196,19867,263256,4908,5003.0,17829,56054
2017,IL,18,12802023,32060,1810.0,43459,997,193157,20881,257497,0,5556.0,17567,56180
1996,IL,18,11847000,66649,,108185,1179,358515,58077,524777,4548,,33106,105482
1997,IL,18,11896000,63842,,103550,1096,350140,55423,509113,4415,,33123,102476
1998,IL,18,12045000,62261,,97792,1008,337191,52932,487915,4095,,29927,97291
1999,IL,18,12128370,52020,,86317,939,320954,56668,463939,4297,,26365,83621
2000,IL,18,12419293,50731,,81850,898,313161,50267,445278,3926,,25641,81196
2001,IL,18,12520227,49347,,79158,982,306757,48733,434648,4010,,24931,79270
2002,IL,18,12586447,45114,,81440,961,304227,44812,430479,4370,,25314,75759
2003,IL,18,12649087,41506,,78345,895,295907,41633,415885,4189,,23786,70376
2004,IL,18,12712016,41783,,76088,780,287025,40373,403486,4220,,22582,69365
2005,IL,18,12765427,42158,,77635,770,277662,39373,394670,4313,,23255,70496
2006,IL,18,12831970,40858,,77259,780,272578,37641,387478,4078,,23782,69498
2007,IL,18,12852548,40573,,75524,752,267911,33887,377322,4103,,23100,68528
2008,IL,18,12901563,38818,,78968,790,266815,32572,378355,4118,,24054,67780
2009,IL,18,12910409,36588,,77850,773,248821,26676,353347,3901,,22923,64185
2010,IL,18,12841980,32976,2123.0,77472,704,242681,28911,349064,3066,,20386,57132
2011,IL,18,12859752,30495,3096.0,77719,781,237362,29387,344468,3030,,20217,54523
2012,IL,18,12868192,29725,3326.0,71100,770,235314,26292,332706,3581,,19480,53556
1995,IL,18,11830000,73163,,108555,1221,357143,61874,527572,4313,,39139,117836
2015,IL,18,12839047,29019,2361.0,46846,754,192424,17692,256962,3602,4926.0,15056,49755
2013,IL,18,12890552,28161,2345.0,59093,722,216059,20896,296048,3895,5340.0,17733,51956
2014,IL,18,12882189,27485,2387.0,50759,690,201003,17885,269647,3182,4329.0,15271,47775
1979,IL,18,11230000,42579,,161776,1203,356062,75912,593750,3702,,36056,83540
1980,IL,18,11355062,44923,,177099,1205,369319,73689,620107,3950,,41675,91753
1981,IL,18,11455000,43108,,173142,1205,366696,69929,609767,3716,,42752,90781
1982,IL,18,11448000,44515,,157273,1005,354106,68575,579954,3424,,39700,88644
1983,IL,18,11486000,42273,,148445,1112,339061,65351,552857,3619,,36625,83629
1984,IL,18,11511000,43849,,135068,1033,324649,67407,527124,3594,,34965,83441
1985,IL,18,11535000,43872,,131015,927,331030,68160,530205,4529,,33120,82448
1986,IL,18,11533000,50083,,136306,1023,339418,72587,548311,4765,,37583,93454
1987,IL,18,11582000,50400,,130147,967,342492,62487,535126,4443,,36406,92216
1988,IL,18,11544000,52020,,130292,991,355148,69876,555316,4449,,36097,93557
1989,IL,18,11658000,54261,,125441,1051,362556,70806,558803,4161,,39138,98611
1990,IL,18,11430602,59850,,121506,1182,372862,73473,567841,4505,,45038,110575
1991,IL,18,11543000,61387,,129284,1300,382942,75642,587868,4615,,52653,119955
1992,IL,18,11631000,60057,,125306,1322,359618,71976,556900,4312,,47973,113664
1993,IL,18,11697000,62298,,118788,1332,360730,65351,544869,4046,,44584,112260
1994,IL,18,11752000,63849,,118116,1378,363888,66218,548222,3913,,43788,112928
2016,IN,19,6634007,16345,766.0,33567,431,120454,14439,168460,2501,2449.0,7291,26516
2017,IN,19,6666818,16976,768.0,30140,397,115591,15401,161132,0,2625.0,6600,26598
2009,IN,19,6423113,12175,,48880,312,137190,13837,199907,1621,,7347,21455
1996,IN,19,5841000,21705,,45782,420,160777,24817,231376,1992,,7249,31366
1997,IN,19,5864000,20058,,48182,430,158442,25099,231723,1928,,7763,30179
1998,IN,19,5899000,16456,,46552,454,152790,21187,220529,1952,,6561,25423
1999,IN,19,5942901,13767,,42463,391,138794,20290,201547,1607,,6496,22261
2000,IN,19,6080485,12837,,41108,352,144707,21090,206905,1759,,6282,21230
2001,IN,19,6126743,13434,,42758,413,147291,21499,211548,1716,,7171,22734
2002,IN,19,6156913,13184,,42605,362,146073,20287,208965,1843,,6612,22001
2003,IN,19,6199571,13383,,41582,338,145686,20771,208039,1720,,6401,21842
2004,IN,19,6226537,11802,,42168,316,148670,21091,211929,1803,,6373,20294
2005,IN,19,6266019,11281,,43756,356,151278,21744,216778,1856,,6809,20302
2006,IN,19,6313520,10956,,45538,361,150655,21590,217783,1811,,7175,20303
2007,IN,19,6345289,11377,,46485,350,147999,19403,213887,1738,,7845,21310
2008,IN,19,6376792,11912,,48805,322,147334,17500,213639,1711,,7580,21525
2010,IN,19,6490622,12396,1186.0,48570,268,137204,13500,199274,1760,,6559,20983
2011,IN,19,6516353,12578,1150.0,50571,306,140630,14815,206016,1758,,6977,21619
2012,IN,19,6537782,13975,1216.0,47689,307,136668,13637,197994,1661,,6601,22544
2014,IN,19,6597880,14681,815.0,36909,333,124144,13856,174909,1608,2197.0,6894,24105
1995,IN,19,5803000,20211,,47676,466,163618,27023,238317,1930,,7844,30451
2015,IN,19,6612768,15536,712.0,34404,370,123940,13534,171878,1757,2386.0,7081,25373
2013,IN,19,6570713,13915,1012.0,42754,357,130534,14184,187472,1623,2241.0,7114,23627
1979,IN,19,5400000,8958,,63176,448,143666,23381,230223,1681,,7167,18254
1980,IN,19,5461103,10620,,71720,485,153297,23602,248619,1808,,7720,20633
1981,IN,19,5466000,9618,,63887,388,147038,18547,229472,1616,,7050,18672
1982,IN,19,5471000,8602,,59569,355,148454,17871,225894,1521,,5966,16444
1983,IN,19,5479000,8278,,54147,286,138929,17649,210725,1509,,5474,15547
1984,IN,19,5498000,9671,,51019,303,128941,19298,199258,1372,,5435,16781
1985,IN,19,5499000,10312,,50295,319,129861,18064,198220,1318,,5065,17014
1986,IN,19,5504000,10230,,48802,329,128404,18027,195233,1424,,4954,16937
1987,IN,19,5531000,11352,,52363,307,137722,19610,209695,1609,,4901,18169
1988,IN,19,5575000,14135,,52137,358,138335,19705,210177,1731,,4963,21187
1989,IN,19,5593000,14907,,54201,353,149514,21877,225592,1804,,5671,22735
1990,IN,19,5544159,18209,,52297,344,156741,24338,233376,2103,,5619,26275
1991,IN,19,5610000,19102,,54814,423,161039,26077,241930,2318,,6506,28349
1992,IN,19,5662000,19008,,53907,464,157181,25496,236584,2398,,6921,28791
1993,IN,19,5713000,18432,,48677,430,154016,24456,227149,2234,,6845,27941
1994,IN,19,5752000,20216,,48921,453,160043,25011,233975,2046,,7490,30205
2016,IA,16,3130869,6669,375.0,15306,73,45580,5002,65888,1247,1278.0,1150,9170
2017,IA,16,3145711,6639,424.0,15078,104,46198,5579,66855,0,1234.0,1253,9230
2001,IA,16,2931967,6012,,16885,50,66244,5505,88634,649,,1154,7865
2002,IA,16,2935840,6378,,18643,44,68411,5823,92877,797,,1169,8388
2003,IA,16,2941976,6198,,17515,50,64400,5639,87554,796,,1131,8175
2004,IA,16,2952904,6513,,17928,44,62214,5633,85775,782,,1160,8499
2005,IA,16,2965524,6657,,18147,40,60723,5500,84370,847,,1153,8697
1997,IA,16,2852000,6617,,22003,52,71301,6682,99986,579,,1593,8841
1998,IA,16,2862000,6678,,19282,54,66016,5974,91272,728,,1456,8916
1999,IA,16,2869413,6160,,17012,43,62316,5135,84463,780,,1051,8034
2000,IA,16,2926324,6003,,16342,46,65118,5374,86834,676,,1071,7796
2006,IA,16,2982085,6286,,18160,55,60998,5044,84202,871,,1309,8521
2007,IA,16,2988046,6633,,17176,39,57018,4939,79133,970,,1328,8970
2008,IA,16,3002555,6388,,16598,77,52299,4376,73273,937,,1249,8651
2009,IA,16,3007856,6356,,16419,38,49757,3904,70080,890,,1201,8485
2010,IA,16,3050202,6258,484.0,16746,38,48194,3800,68740,883,,1012,8191
2011,IA,16,3064097,6149,518.0,17573,44,50472,3998,72043,866,,824,7883
2012,IA,16,3075039,6255,552.0,17201,49,49116,4040,70357,901,,962,8167
1984,IA,16,2910000,4233,,25357,59,74818,4610,104785,375,,1114,5781
2014,IA,16,3109481,6227,403.0,14363,60,46594,4143,65100,829,1150.0,1047,8484
1982,IA,16,2905000,3538,,27535,67,82568,5045,115148,362,,1051,5018
1996,IA,16,2852000,5871,,18954,53,71893,5449,96296,561,,1286,7771
1983,IA,16,2905000,3637,,26599,68,77402,4586,108587,365,,1192,5262
1995,IA,16,2842000,7894,,21527,51,78645,6332,106504,619,,1507,10071
2015,IA,16,3121997,6291,440.0,14977,73,45328,4383,64688,877,1205.0,1050,8619
2013,IA,16,3092341,6332,459.0,15918,41,47803,4255,67976,873,1133.0,937,8443
1979,IA,16,2903000,3417,,26768,65,85023,7829,119620,320,,1457,5259
1980,IA,16,2907804,3751,,31390,63,93605,7205,132200,416,,1596,5826
1981,IA,16,2897000,3896,,30925,76,93333,6465,130723,389,,1554,5915
1985,IA,16,2884000,4501,,26349,55,76835,4423,107607,363,,1187,6106
1986,IA,16,2851000,5099,,27255,51,79864,4514,111633,356,,1197,6703
1987,IA,16,2834000,5132,,26010,59,80489,4282,110781,337,,1025,6553
1988,IA,16,2834000,5654,,24211,47,79447,4596,108254,446,,1132,7279
1989,IA,16,2840000,5942,,24052,54,79801,4496,108349,459,,1108,7563
1990,IA,16,2776755,6668,,22448,54,78384,4718,105550,510,,1089,8321
1991,IA,16,2795000,6580,,23267,57,79030,4772,107069,583,,1257,8477
1992,IA,16,2812000,6131,,21197,44,77788,4474,103459,528,,1113,7816
1993,IA,16,2814000,6890,,20562,66,73148,5370,99080,686,,1517,9159
1994,IA,16,2829000,6874,,18872,47,70507,5096,94475,666,,1327,8914
2016,KS,20,2907731,8158,528.0,14759,132,60119,7415,82293,1312,1618.0,1757,11665
2017,KS,20,2913123,8458,572.0,13931,160,59816,7846,81593,0,1627.0,1785,12030
1997,KS,20,2595000,7287,,24292,150,91823,6438,122553,1179,,2535,11151
1996,KS,20,2572000,6900,,25239,170,78145,6388,109772,1096,,2476,10642
1999,KS,20,2654052,6887,,21874,160,79722,6048,107644,1065,,2047,10159
2000,KS,20,2688418,7231,,21484,169,80077,6496,108057,1022,,2048,10470
2001,KS,20,2702125,7449,,20514,92,77038,7985,105537,945,,2423,10909
2002,KS,20,2711769,6951,,19679,78,73877,7212,100768,1035,,2165,10229
2003,KS,20,2724786,7374,,21973,125,79471,7832,109276,1085,,2247,10831
2004,KS,20,2733697,7254,,20146,122,81115,8510,109771,1142,,1812,10330
2005,KS,20,2748172,7707,,19028,101,76222,9338,104588,1098,,1795,10701
2006,KS,20,2764075,8678,,20086,125,75450,8724,104260,1279,,1878,11960
2007,KS,20,2775997,9315,,20461,106,73900,8600,102961,1287,,2022,12730
2008,KS,20,2802134,8534,,19651,113,67826,7405,94882,1226,,1681,11554
2009,KS,20,2818747,8370,,19473,125,65499,5958,90930,1179,,1786,11460
2010,KS,20,2859143,7821,736.0,19315,97,63774,6020,89109,1146,,1538,10602
2011,KS,20,2870386,7528,745.0,18712,111,63259,6684,88655,1122,,1448,10209
2012,KS,20,2885398,7609,812.0,18874,85,65413,6779,91066,1105,,1493,10292
2014,KS,20,2902507,7299,598.0,15921,92,57169,6939,80029,1066,1483.0,1361,10235
1998,KS,20,2629000,7384,,24984,173,85329,6801,117114,1128,,2287,10972
1995,KS,20,2565000,6920,,27404,159,78855,8299,114558,938,,2775,10792
2015,KS,20,2906721,7850,657.0,15619,126,57435,7005,80059,1226,1684.0,1823,11483
2013,KS,20,2895801,7177,585.0,17476,117,61557,6671,85704,1003,1295.0,1339,9928
1979,KS,20,2369000,5197,,31504,130,69622,6479,107605,626,,2423,8376
1980,KS,20,2354783,5599,,35826,163,75268,6398,117492,742,,2664,9168
1981,KS,20,2381000,5301,,36768,151,77039,6073,119880,733,,2611,8796
1982,KS,20,2408000,5259,,32382,138,73416,5358,111156,596,,2095,8088
1983,KS,20,2425000,5117,,28318,137,68735,4875,101928,627,,2038,7919
1984,KS,20,2438000,5644,,25577,89,67028,5041,97646,669,,1745,8147
1985,KS,20,2450000,5947,,25740,121,67433,5301,98474,719,,1929,8716
1986,KS,20,2461000,6200,,29229,108,74029,6349,109607,810,,1958,9076
1987,KS,20,2476000,5982,,28177,110,78043,6268,112488,808,,2032,8932
1988,KS,20,2487000,6083,,29321,85,76927,6032,112280,779,,2136,9083
1989,KS,20,2513000,6510,,29871,138,77802,7473,115146,917,,2508,10073
1990,KS,20,2477574,7079,,28901,98,80361,8309,117571,1002,,2914,11093
1991,KS,20,2495000,7741,,32601,153,84258,8757,125616,1118,,3453,12465
1992,KS,20,2523000,8418,,32639,151,80526,8169,121334,1042,,3277,12888
1993,KS,20,2531000,8259,,28655,161,76538,8167,113360,1016,,3128,12564
1994,KS,20,2554000,7149,,28635,170,75459,8383,112477,1055,,2940,11314
2010,KY,21,4347223,5230,690.0,30443,188,74488,6239,111170,1438,,3748,10604
2011,KY,21,4366814,5110,677.0,32750,151,79586,6701,119037,1499,,3705,10465
2012,KY,21,4379730,4792,703.0,29877,201,76199,6724,112800,1312,,3547,9852
2008,KY,21,4269245,6952,,29556,201,77279,7657,114492,1457,,4080,12690
2009,KY,21,4314113,5643,,29880,184,72938,6096,108914,1531,,3642,11000
2013,KY,21,4399583,4215,634.0,26331,172,72048,6069,104448,951,1646.0,3247,9280
1996,KY,21,3884000,7347,,26736,228,73653,10142,110531,1230,,3643,12448
1997,KY,21,3908000,7308,,26638,228,73487,9694,109819,1304,,3546,12386
1998,KY,21,3936000,8097,,27998,237,71971,9752,109721,1107,,3468,12909
1999,KY,21,3960825,7757,,25180,203,70719,8869,104768,1148,,3104,12212
2000,KY,21,4041769,7363,,25308,193,73141,9274,107723,1091,,3256,11903
2001,KY,21,4068816,6009,,26964,181,71448,8944,107356,1051,,3269,10510
2002,KY,21,4089822,6692,,26891,191,72378,9321,108590,1087,,3131,11101
2003,KY,21,4118189,5703,,26034,181,69083,8253,103370,1124,,3224,10232
2014,KY,21,4412617,4432,530.0,23426,164,70108,6375,99909,1098,1556.0,3343,9495
2004,KY,21,4141835,5410,,25902,236,70535,8772,105209,1238,,3268,10152
2005,KY,21,4172608,5833,,26458,190,70354,8796,105608,1421,,3690,11134
2006,KY,21,4206074,6026,,27867,173,72197,9364,109428,1312,,3850,11361
2007,KY,21,4241474,6690,,27820,206,71489,8678,107987,1365,,4068,12329
2016,KY,21,4436113,5068,587.0,20932,265,66833,9948,97713,1641,1748.0,3371,10452
2017,KY,21,4454189,5174,499.0,20195,263,64394,10244,94833,0,1661.0,2958,10056
1995,KY,21,3860000,8571,,28389,276,76906,10003,115298,1231,,4001,14079
2015,KY,21,4424611,4710,369.0,22526,219,67143,7876,97545,1165,1644.0,3314,9887
1979,KY,21,3527000,4447,,32082,335,62431,9035,103548,719,,3247,8748
1980,KY,21,3641479,5224,,37901,321,68296,9131,115328,698,,3468,9711
1981,KY,21,3661000,5838,,38893,308,71194,8603,118690,766,,3687,10599
1982,KY,21,3667000,6893,,37736,355,73020,8548,119304,734,,3568,11550
1983,KY,21,3714000,7550,,36286,364,71322,7994,115602,817,,3236,11967
1984,KY,21,3723000,6641,,29234,244,63860,6709,99803,826,,2631,10342
1985,KY,21,3726000,7501,,28739,256,62491,7198,98428,806,,2821,11384
1986,KY,21,3728000,8283,,30725,248,64882,7203,102810,860,,3076,12467
1987,KY,21,3727000,8167,,31571,280,70532,7181,109284,781,,3361,12589
1988,KY,21,3721000,8456,,30747,229,66711,6904,104362,835,,2764,12284
1989,KY,21,3727000,9256,,30526,293,71611,8191,110328,917,,2836,13302
1990,KY,21,3685296,10509,,28264,264,71594,7350,107208,1068,,2545,14386
1991,KY,21,3713000,11610,,29576,253,70885,7969,108430,1315,,3084,16262
1992,KY,21,3755000,15409,,27378,216,69186,8128,104692,1209,,3273,20107
1993,KY,21,3789000,12555,,28041,249,69745,8193,105979,1301,,3425,17530
1994,KY,21,3827000,11802,,28718,244,73449,8558,110725,1350,,3595,16991
1998,LA,22,4369000,23237,,51210,560,157507,23661,232378,1609,,8651,34057
1999,LA,22,4372035,22526,,47775,468,149749,21695,219219,1448,,7591,32033
1996,LA,22,4351000,25823,,56379,762,173271,27480,257130,1805,,12036,40426
1997,LA,22,4352000,24360,,53935,682,163114,26374,243423,1799,,10407,37248
2000,LA,22,4468976,20851,,46289,560,144345,21270,211904,1497,,7532,30440
2001,LA,22,4470368,20910,,46451,501,139555,21687,207693,1403,,7864,30678
2002,LA,22,4476192,20445,,45350,593,133302,20186,198838,1529,,7123,29690
2003,LA,22,4493665,19429,,44572,584,129471,19655,193698,1601,,7008,28622
2004,LA,22,4506685,20090,,45359,574,134080,19714,199153,1616,,6564,28844
2005,LA,22,4507331,19681,,39382,450,112840,14389,166611,1421,,5337,26889
2006,LA,22,4287768,22853,,46703,555,112605,15667,174975,1587,,5928,30923
2007,LA,22,4293204,23421,,46932,625,118291,15293,180516,1427,,6316,31789
2008,LA,22,4410796,21578,,45524,544,112091,13564,171179,1250,,6241,29613
2009,LA,22,4492076,20848,,46928,529,114102,11589,172619,1351,,6150,28878
2010,LA,22,4545343,18214,709.0,45437,500,110260,9970,165667,1230,,5297,25241
2011,LA,22,4574766,18370,698.0,46242,506,113174,9113,168529,1262,,5235,25373
2012,LA,22,4602134,15737,572.0,42037,489,112764,7872,162673,1155,,5458,22839
2013,LA,22,4629284,16331,472.0,41214,494,115300,9165,165679,1248,1763.0,5539,24127
2016,LA,22,4686157,18528,534.0,34689,555,109492,10330,154511,1816,1819.0,5575,26477
2017,LA,22,4684333,18285,594.0,34265,582,112485,10962,157712,0,1867.0,5358,26092
1995,LA,22,4342000,29484,,53481,740,166667,25984,246132,1855,,11662,43741
